time,xpos,ypos
2021-04-21T12:06:21.181+01:00,-7.158384218719505e-09,-1.351798316408285e-16
2021-04-21T12:06:21.384+01:00,-8.247383042059298e-07,-5.928296986489036e-16
2021-04-21T12:06:21.585+01:00,-1.7284464325362237e-06,-1.1924768304517177e-15
2021-04-21T12:06:21.786+01:00,-2.365734242282258e-06,-8.265821846299549e-16
2021-04-21T12:06:21.987+01:00,-2.997840472751534e-06,4.775789163382725e-16
2021-04-21T12:06:22.187+01:00,-3.4001864358534917e-06,2.178046876284805e-15
2021-04-21T12:06:22.388+01:00,0.0015967287933756902,3.303469806160819e-05
2021-04-21T12:06:22.589+01:00,0.0019982814188662656,2.717599203957753e-05
2021-04-21T12:06:22.790+01:00,0.0021085199135583155,1.72301412469266e-05
2021-04-21T12:06:22.991+01:00,0.002124573453276546,1.5876115661426883e-05
2021-04-21T12:06:23.192+01:00,0.0021261849879007366,1.880346273278895e-05
2021-04-21T12:06:23.392+01:00,0.0021423338180559526,1.71438054833905e-05
2021-04-21T12:06:23.593+01:00,0.0021344542342884854,2.000586882751076e-05
2021-04-21T12:06:23.794+01:00,0.0021288845692433167,1.8179515123074475e-05
2021-04-21T12:06:23.995+01:00,0.002208949547376826,1.276835817809818e-05
2021-04-21T12:06:24.195+01:00,0.002213730841680306,1.4917505296306526e-05
2021-04-21T12:06:24.396+01:00,0.002272988959196698,1.731245270711561e-05
2021-04-21T12:06:24.597+01:00,0.0022999064937704317,1.2571230019759843e-05
2021-04-21T12:06:24.799+01:00,0.00235782461675782,1.3090548194006084e-05
2021-04-21T12:06:25.000+01:00,0.0023619825564890062,1.849036055850896e-05
2021-04-21T12:06:25.201+01:00,0.002382595790645925,2.395327483718626e-05
2021-04-21T12:06:25.402+01:00,0.002458539539616944,2.6643299124900165e-05
2021-04-21T12:06:25.603+01:00,0.002547505263016947,2.6667019753775995e-05
2021-04-21T12:06:25.804+01:00,0.0025490612316465544,3.126331700788216e-05
2021-04-21T12:06:26.004+01:00,0.002584738835597178,2.810834912525942e-05
2021-04-21T12:06:26.206+01:00,0.0026650671375999524,4.52176413135682e-05
2021-04-21T12:06:26.406+01:00,0.002683551158835451,4.7503580136534524e-05
2021-04-21T12:06:26.608+01:00,0.0027072882779302088,5.1336812977744394e-05
2021-04-21T12:06:26.809+01:00,0.0027439699014727426,4.637298968740337e-05
2021-04-21T12:06:27.011+01:00,0.002810844901824594,4.238340903994342e-05
2021-04-21T12:06:27.212+01:00,0.00287320959783266,5.373270964178566e-05
2021-04-21T12:06:27.413+01:00,0.0029183220636244123,5.239343562831773e-05
