time,xpos,ypos
2020-11-04T10:47:58.696+01:00,0.005278819101408372,0.00021810554534926427
2020-11-04T10:47:58.802+01:00,0.0052997270210108915,0.00021546967176603433
2020-11-04T10:47:58.903+01:00,0.005319856188743088,0.00021705142458667732
2020-11-04T10:47:59.004+01:00,0.0053166483073240345,0.00021700466903649225
2020-11-04T10:47:59.107+01:00,0.005323443543990836,0.0002163963397207749
2020-11-04T10:47:59.210+01:00,0.005360261019148549,0.00021727873042110931
2020-11-04T10:47:59.318+01:00,0.005392891717139414,0.00021751290501506167
2020-11-04T10:47:59.419+01:00,0.005408103374080153,0.00022188978166707822
2020-11-04T10:47:59.522+01:00,0.0054324295699826886,0.00022475124195343228
2020-11-04T10:47:59.626+01:00,0.005443995738725893,0.00022677594707796257
2020-11-04T10:47:59.730+01:00,0.005446776378596474,0.00023257260698132426
2020-11-04T10:47:59.832+01:00,0.005464238209002548,0.00023380311075352125
2020-11-04T10:47:59.935+01:00,0.005505645569171214,0.00023264300894813473
2020-11-04T10:48:00.037+01:00,0.005537656681627978,0.00023373423413211944
2020-11-04T10:48:00.138+01:00,0.005555061198135869,0.0002274644485616977
2020-11-04T10:48:00.240+01:00,0.0055553874367066935,0.0002298005470023222
2020-11-04T10:48:00.341+01:00,0.005586647832993785,0.00022971201710546486
2020-11-04T10:48:00.442+01:00,0.005607861446561557,0.00023241767372224158
2020-11-04T10:48:00.543+01:00,0.005638604004916226,0.0002329356927968186
2020-11-04T10:48:00.646+01:00,0.005681106800315305,0.0002371067073253509
2020-11-04T10:48:00.747+01:00,0.005720323924931825,0.00023706887001667847
2020-11-04T10:48:00.848+01:00,0.0057780761188838126,0.00022915385272235663
2020-11-04T10:48:00.950+01:00,0.0058216654485656605,0.0002245250740008512
2020-11-04T10:48:01.052+01:00,0.005874238513347452,0.00022108585144504323
2020-11-04T10:48:01.154+01:00,0.0059058576895172354,0.00022400096279714835
2020-11-04T10:48:01.255+01:00,0.005949891682321962,0.00022113269085551854
2020-11-04T10:48:01.359+01:00,0.005962974203556959,0.0002208421785190639
2020-11-04T10:48:01.461+01:00,0.005940728995304179,0.000219067986095547
2020-11-04T10:48:01.564+01:00,0.005905213888147909,0.00021185825690761879
2020-11-04T10:48:01.666+01:00,0.005917711011103499,0.00021161205502013972
2020-11-04T10:48:01.768+01:00,0.005927561101129131,0.00020928703710554862
2020-11-04T10:48:01.870+01:00,0.00592317103000739,0.00020651728756084447
2020-11-04T10:48:01.971+01:00,0.005911599181249172,0.00020283491819570145
2020-11-04T10:48:02.073+01:00,0.005915795169448956,0.00019992235499111563
2020-11-04T10:48:02.175+01:00,0.005938251225165003,0.00020144971410562536
2020-11-04T10:48:02.276+01:00,0.005938379102070401,0.00020085919246797839
2020-11-04T10:48:02.378+01:00,0.005946886680963548,0.00019448721239361194
2020-11-04T10:48:02.480+01:00,0.005991033863022355,0.00019560975100405182
2020-11-04T10:48:02.583+01:00,0.006015789338253197,0.00020120754123505174
2020-11-04T10:48:02.690+01:00,0.006056828945702919,0.00020338998748413307
2020-11-04T10:48:02.793+01:00,0.006068636429166663,0.00020289025629497039
2020-11-04T10:48:02.896+01:00,0.0060662393185227925,0.00019851924703610246
2020-11-04T10:48:02.998+01:00,0.006057844365222942,0.00020205320170947112
2020-11-04T10:48:03.100+01:00,0.006060192274231824,0.00020169887033098083
2020-11-04T10:48:03.202+01:00,0.00605073050915772,0.0002054930667116391
2020-11-04T10:48:03.304+01:00,0.006046497966426645,0.00020790238353354825
2020-11-04T10:48:03.405+01:00,0.006067774858764308,0.00021851843102164588
2020-11-04T10:48:03.507+01:00,0.006092092997927456,0.00021957838275175128
2020-11-04T10:48:03.608+01:00,0.0061047294630340865,0.00021662473232526855
2020-11-04T10:48:03.709+01:00,0.006111423515879122,0.00021820711319525007
2020-11-04T10:48:03.812+01:00,0.0061282851643790215,0.000220417356720516
2020-11-04T10:48:03.914+01:00,0.00613043918591849,0.00021961211284469563
2020-11-04T10:48:04.017+01:00,0.006140785466089871,0.00021902817120551544
2020-11-04T10:48:04.119+01:00,0.006172685251862653,0.0002155485617498588
2020-11-04T10:48:04.221+01:00,0.006191910288714464,0.00021744655407100706
2020-11-04T10:48:04.323+01:00,0.006217964712133428,0.0002257506677699912
2020-11-04T10:48:04.425+01:00,0.006230531795401784,0.0002262669283427455
2020-11-04T10:48:04.526+01:00,0.006266109642143358,0.00022667720777412115
2020-11-04T10:48:04.627+01:00,0.00627417531340535,0.00022421583291579733
2020-11-04T10:48:04.730+01:00,0.006285698776293702,0.00022365207883717303
2020-11-04T10:48:04.831+01:00,0.006299717295434104,0.00022710324579289665
2020-11-04T10:48:04.933+01:00,0.006316352983565809,0.0002226654848043847
2020-11-04T10:48:05.034+01:00,0.00630493088296713,0.00021975649524125525
2020-11-04T10:48:05.136+01:00,0.006331112208777023,0.00022479942386115126
2020-11-04T10:48:05.238+01:00,0.006355314357197606,0.0002248573546937892
2020-11-04T10:48:05.339+01:00,0.006393410914454001,0.00022278144604649216
2020-11-04T10:48:05.442+01:00,0.006411086849447578,0.00022844362582878592
2020-11-04T10:48:05.545+01:00,0.00645968229417293,0.0002261683115384492
2020-11-04T10:48:05.649+01:00,0.006509911152769443,0.00022342462323397762
2020-11-04T10:48:05.751+01:00,0.006573982455380545,0.00023058769086358117
2020-11-04T10:48:05.855+01:00,0.006624060890067951,0.00023116824841687894
2020-11-04T10:48:05.957+01:00,0.006631523804927597,0.00023708927142398412
2020-11-04T10:48:06.059+01:00,0.006664742368318155,0.00023228958768329967
