time,step-size,{FMU}.FMUInstance.actual_current_0,{FMU}.FMUInstance.actual_current_1,{FMU}.FMUInstance.actual_current_2,{FMU}.FMUInstance.actual_current_3,{FMU}.FMUInstance.actual_current_4,{FMU}.FMUInstance.actual_current_5,{FMU}.FMUInstance.seqno
0.0,0.0,0.2185510993003845,-1.3184678554534912,-0.2120868265628814,-0.1749847680330276,0.0581977665424346,0.0694806203246116,1
0.1,0.1,0.2185510993003845,-1.3184678554534912,-0.2120868265628814,-0.1749847680330276,0.0581977665424346,0.0694806203246116,1
0.2,0.1,0.2185510993003845,-1.3184678554534912,-0.2120868265628814,-0.1749847680330276,0.0581977665424346,0.0694806203246116,1
0.30000000000000004,0.1,0.2456099689006805,-1.2979364395141602,-0.2239968031644821,-0.1670285761356353,0.0511974245309829,0.078554093837738,45
0.4,0.1,0.2241962701082229,-1.2533739805221558,-0.2317554950714111,-0.1723715364933014,0.077955737709999,0.081947349011898,92
0.5,0.1,0.1938233077526092,-1.2559303045272827,-0.2548326849937439,-0.1690813601016998,0.0592220947146415,0.0553664565086364,132
0.6,0.1,0.2070420086383819,-1.3028981685638428,-0.2221457064151764,-0.1818219721317291,0.0616420619189739,0.0705687701702117,180
0.7,0.1,0.2542936503887176,-1.2454328536987305,-0.2256648540496826,-0.1706953346729278,0.0649999976158142,0.0725723206996917,229
0.7999999999999999,0.1,0.2645319998264313,-1.2777535915374756,-0.2219111919403076,-0.1682187020778656,0.0592841133475303,0.0632899925112724,278
0.8999999999999999,0.1,0.2138371020555496,-1.2860924005508425,-0.2600874304771423,-0.1789534389972686,0.0687183290719986,0.0655794888734817,302
0.9999999999999999,0.1,0.2003091126680374,-1.341484785079956,-0.2839130163192749,-0.1881778687238693,0.0762383863329887,0.0685025304555893,349
1.0999999999999999,0.1,0.2621877193450928,-1.3236143589019775,-0.2593290507793426,-0.1983919441699981,0.0725019350647926,0.0880659967660904,396
1.2,0.1,0.1989350020885467,-1.3202800750732422,-0.2512946426868438,-0.1968442648649215,0.0705662593245506,0.0682284384965896,445
1.3,0.1,0.2039183527231216,-1.2451117038726809,-0.1897172629833221,-0.1889625489711761,0.0657682791352272,0.080828309059143,494
1.4000000000000001,0.1,0.1692687273025512,-1.329517841339111,-0.2579804062843323,-0.1948221921920776,0.0615077726542949,0.078067660331726,544
